"test_id","estimate","ci_low","ci_high","raw_p","holm_p","pointwise_ci_not_multiplicity_adjusted","conclusion_rule_result"
"NATURAL_HISTORY_REML_HK",-0.463817515521259,-3.46325652534875,2.53562149430623,0.574293386779268,1,TRUE,"DIRECTIONALLY_HETEROGENEOUS"
"PRJNA1125274_EXTERNAL_24",0.28661002327637,-0.955969209819325,1.52918925637207,0.637757281333943,1,TRUE,"DIRECTIONALLY_HETEROGENEOUS"
