"project","analysis","population","metric","pseudocount","n_expected","n_analyzed","n_missing","mean","sd","se","t_df","t_statistic","t_p","ci_low","ci_high","median","wilcoxon_p","cohen_dz","bootstrap_ci_low","bootstrap_ci_high","shapiro_p","positive_fraction","direction","status"
"PRJNA691455","PRIMARY_COHORT","FROZEN_ALL_PAIRED","delta_B",0.5,9,9,0,-0.579171623853042,1.66671537655041,0.555571792183471,8,-1.04247845553285,0.327665962025797,-1.86032247403092,0.701979226324833,-0.795350094561412,0.406941216918031,-0.34749281851095,-1.6065310723636,0.452711780779889,0.543783817206031,0.333333333333333,"NEGATIVE","ESTIMATED"
"PRJNA851469","PRIMARY_COHORT","FROZEN_ALL_PAIRED","delta_B",0.5,14,14,0,-1.38975242268966,3.10076076524428,0.828713172992507,13,-1.6770005207848,0.117408732001302,-3.18007838682049,0.400573541441183,-0.710002696711313,0.187401192001721,-0.448197241872727,-3.0807876363895,0.0639680172458264,0.052966853305992,0.357142857142857,"NEGATIVE","ESTIMATED"
"PRJNA516701","PRIMARY_COHORT","FROZEN_ALL_PAIRED","delta_B",0.5,15,12,3,1.46992918294372,4.26431322614837,1.23100119451282,11,1.19409240989847,0.257556379279075,-1.23948617823409,4.17934454412152,0.972907214817127,0.289587424426888,0.344704787146087,-0.813664960761275,3.77477724126449,0.909294451517436,0.583333333333333,"POSITIVE","ESTIMATED"
"PRJNA1125274","EXTERNAL_PRIMARY","PRESPECIFIED_DATE_CLEAN_24","delta_B",0.5,24,24,0,0.28661002327637,2.9426668490072,0.600669355255936,23,0.477151066170589,0.637757281333943,-0.955969209819325,1.52918925637207,0.152752740479085,0.539026540991256,0.0973980535285763,-0.905578337333373,1.40067046027505,0.428630996073118,0.541666666666667,"POSITIVE","ESTIMATED"
