"project","analysis","population","metric","pseudocount","n_expected","n_analyzed","n_missing","mean","sd","se","t_df","t_statistic","t_p","ci_low","ci_high","median","wilcoxon_p","cohen_dz","bootstrap_ci_low","bootstrap_ci_high","shapiro_p","positive_fraction","direction","status","two_level_bootstrap_ci_low","two_level_bootstrap_ci_high","n_healthy_references","independence_status"
"PRJNA851469","HEALTHY_REFERENCE_SECONDARY","FROZEN_ALL_PAIRED","delta_H",,14,14,0,0.00564756353066432,0.0543183981038581,0.0145172025359306,13,0.389025607150303,0.703554558310024,-0.0257149458074823,0.0370100728688109,0.0103333551995745,0.900085797418725,0.103971466902725,-0.0217061915146279,0.0336848314384328,0.373681960872343,0.571428571428571,"POSITIVE","ESTIMATED",-0.0283478619468297,0.0386572648017165,13,"SAME_COHORT_SECONDARY_REFERENCE"
