"id","k","pooled_mean","tau2","se","ci_low","ci_high","p_value","I2"
"NATURAL_HISTORY_REML_HK",3,-0.463817515521259,0.410850311837158,0.697113896524516,-3.46325652534875,2.53562149430623,0.574293386779268,46.2658542721449
