"scheme","subset","k","n_PRJNA516701","pooled_hedges_gz","ci_low","ci_high","p_value","tau2","I2_percent"
"bray","FROZEN_ALL_15",3,15,0.750220816063236,0.171983153547005,1.32845847857947,0.0306230512734149,0,0
"bray","SAME_ALL_AVAILABLE_10",3,10,0.863256208774265,0.433798402267664,1.29271401528087,0.0131064480253579,0,0
"bray","SAME_ALL_WITH_EXPLICIT_ANCHOR_9",3,9,0.86511946463408,0.430369958142413,1.29986897112575,0.0133683005864807,0,0
"bray","EXCLUDE_PRJNA516701_K2",2,0,0.873291847944855,-1.27920567090765,3.02578936679736,0.121979501119401,0,0
"aitchison_CZM","FROZEN_ALL_15",3,15,0.796174091996357,-0.83525557089086,2.42760375488357,0.170575680835481,0.310653333842189,75.2930231888559
"aitchison_CZM","SAME_ALL_AVAILABLE_10",3,10,0.776616767980046,-0.883521563907369,2.43675509986746,0.181773799715433,0.323887168812092,74.0682266207897
"aitchison_CZM","SAME_ALL_WITH_EXPLICIT_ANCHOR_9",3,9,0.809691985903829,-0.851370559082419,2.47075453089008,0.170877327752221,0.326891434627993,73.2333026053719
"aitchison_CZM","EXCLUDE_PRJNA516701_K2",2,0,0.841879207613247,-7.64073851650296,9.32449693172946,0.42682048310743,0.772379690441901,86.5710706813516
