"id","n","mean","sd","se","ci_low","ci_high","cohen_dz","hedges_gz","hedges_gz_se","hedges_ci_low","hedges_ci_high","t_p","wilcoxon_p"
"PRESPECIFIED_PRIMARY_DATE_CLEAN::bray_from_T0",24,0.191986241976989,0.275362090404949,0.0562080513331881,0.0757110288197652,0.308261455134213,0.697213772944029,0.674228703506313,0.220079997921635,0.218958540904715,1.12949886610791,0.00236706997248474,0.0177194712911814
"PRESPECIFIED_PRIMARY_DATE_CLEAN::aitchison_from_T0_CZM",24,16.5184435700375,28.7272184877032,5.86391891869335,4.38800307200225,28.6488840680727,0.575010197284095,0.55605381715385,0.213087490160953,0.115248758947299,0.9968588753604,0.00978092496324614,0.0258424338448698
"COMPLETE_CASE_SENSITIVITY::bray_from_T0",30,0.232662737298226,0.291900328784399,0.0532934648727966,0.123665363208425,0.341660111388028,0.797062265284646,0.776269336625047,0.204108113324714,0.35882137305356,1.19371730019653,0.000147077215221853,0.00138203585743999
"COMPLETE_CASE_SENSITIVITY::aitchison_from_T0_CZM",30,16.908798879162,28.5601566471526,5.21434734717554,6.24426112034261,27.5733366379815,0.592041531426538,0.57659696973715,0.192763987733888,0.182350348088096,0.970843591386203,0.00297444096478935,0.00821673645759043
