"id","n","mean","sd","se","ci_low","ci_high","cohen_dz","hedges_gz","hedges_gz_se","hedges_ci_low","hedges_ci_high","t_p","wilcoxon_p"
"PRJNA851469_HEALTHY_REFERENCE_ORDINARY",14,0.00564756353066419,0.0543183981038581,0.0145172025359306,-0.0257149458074824,0.0370100728688108,0.103971466902723,0.097855498261386,0.252218867264542,-0.447030237145479,0.642741233668251,0.70355455831003,0.900085797418725
