"label","estimate","low","high","type"
"PRJNA691455",-0.579171623853042,-1.86032247403092,0.701979226324833,"Natural cohort"
"PRJNA851469",-1.38975242268966,-3.18007838682049,0.400573541441183,"Natural cohort"
"PRJNA516701",1.46992918294372,-1.23948617823409,4.17934454412152,"Natural cohort"
"PRJNA1125274",0.28661002327637,-0.955969209819325,1.52918925637207,"External primary"
"Natural-history REML-HK",-0.463817515521259,-3.46325652534875,2.53562149430623,"Pooled"
