"id","n","mean","sd","se","ci_low","ci_high","cohen_dz","hedges_gz","hedges_gz_se","hedges_ci_low","hedges_ci_high","t_p","wilcoxon_p"
"PRJNA691455",9,-0.579171623853042,1.66671537655041,0.555571792183471,-1.86032247403092,0.701979226324833,-0.34749281851095,-0.313864481235696,0.310030879058996,-1.02879697038672,0.401068007915331,0.327665962025797,0.406941216918031
"PRJNA851469",14,-1.38975242268966,3.10076076524428,0.828713172992507,-3.18007838682049,0.400573541441183,-0.448197241872727,-0.421832698233155,0.263870173900275,-0.991889551302696,0.148224154836385,0.117408732001302,0.187401192001721
"PRJNA516701",12,1.46992918294372,4.26431322614837,1.23100119451282,-1.23948617823409,4.17934454412152,0.344704787146087,0.320655615949848,0.276396849994549,-0.287689749184229,0.929000981083925,0.257556379279075,0.289587424426888
"PRJNA1125274",24,0.28661002327637,2.9426668490072,0.600669355255936,-0.955969209819325,1.52918925637207,0.0973980535285763,0.0941871286869749,0.197862364508528,-0.315122357469099,0.503496614843049,0.637757281333943,0.539026540991256
