"population_id","metric","original_n_patients","original_mean","original_gz","original_p","rerun_n_patients","rerun_mean","rerun_gz","rerun_p","n_match","abs_diff_mean","abs_diff_gz","abs_diff_p","numeric_tolerance","status"
"PRESPECIFIED_PRIMARY_DATE_CLEAN","bray_from_T0",24,0.19198624197698927,0.6742287035063133,0.00236706997248474,24,0.1919862419769893,0.6742287035063134,0.00236706997248474,TRUE,2.7755575615628914e-17,1.1102230246251565e-16,0,1e-10,"MATCH_WITHIN_1E-10"
"PRESPECIFIED_PRIMARY_DATE_CLEAN","aitchison_from_T0_CZM",24,16.51844357003749,0.5560538171538497,0.0097809249632461,24,16.51844357003749,0.5560538171538496,0.00978092496324614,TRUE,0,1.1102230246251565e-16,3.9898639947466563e-17,1e-10,"MATCH_WITHIN_1E-10"
"COMPLETE_CASE_SENSITIVITY","bray_from_T0",30,0.2326627372982262,0.7762693366250469,1.4707721522185348e-4,30,0.23266273729822623,0.7762693366250469,1.4707721522185348e-4,TRUE,2.7755575615628914e-17,0,0,1e-10,"MATCH_WITHIN_1E-10"
"COMPLETE_CASE_SENSITIVITY","aitchison_from_T0_CZM",30,16.908798879162045,0.5765969697371497,0.00297444096478934,30,16.908798879162045,0.5765969697371497,0.00297444096478934,TRUE,0,0,0,1e-10,"MATCH_WITHIN_1E-10"
